gene	cls	ensembl_id	is_ohnolog_strict	is_ohnolog_interm	is_ohnolog_relaxed	n_ohnolog_partners	ohnolog_dup_time	youngest_node_rank	youngest_paralog_node	n_paralogs	has_2R_window_paralog	dup_mode	age_category
RFX5	singleton	ENSG00000143390	False	True	True	1	Vertebrata	19.0	Opisthokonta	6	False	WGD_ohnolog	pre2R_ancient
RFX4	singleton	ENSG00000111783	False	False	False	0		17.0	Chordata	7	False	SSD_dispersed	pre2R_ancient
RFX7	singleton	ENSG00000181827	False	True	True	1	Vertebrata	19.0	Opisthokonta	6	False	WGD_ohnolog	pre2R_ancient
RFX2	singleton	ENSG00000087903	True	True	True	2	Vertebrata	16.0	Vertebrata	6	True	WGD_ohnolog	2R_vertebrata
RFX1	singleton	ENSG00000132005	False	True	True	2	Vertebrata	16.0	Vertebrata	6	True	WGD_ohnolog	2R_vertebrata
RFX8	singleton	ENSG00000196460	False	False	False	0		16.0	Vertebrata	6	True	SSD_dispersed	2R_vertebrata
RFX6	singleton	ENSG00000185002	False	False	False	0		17.0	Chordata	7	False	SSD_dispersed	pre2R_ancient
RFX3	singleton	ENSG00000080298	True	True	True	2	Vertebrata	16.0	Vertebrata	6	True	WGD_ohnolog	2R_vertebrata
NFKB2	singleton	ENSG00000077150	False	True	True	1	Vertebrata	18.0	Bilateria	4	False	WGD_ohnolog	pre2R_ancient
RELA	singleton	ENSG00000173039	True	True	True	2	Vertebrata	18.0	Bilateria	4	False	WGD_ohnolog	pre2R_ancient
NFATC4	singleton	ENSG00000100968	True	True	True	4	Vertebrata	18.0	Bilateria	4	False	WGD_ohnolog	pre2R_ancient
NFATC3	singleton	ENSG00000072736	True	True	True	3	Vertebrata	18.0	Bilateria	4	False	WGD_ohnolog	pre2R_ancient
NFAT5	singleton	ENSG00000102908	True	True	True	3	Vertebrata	18.0	Bilateria	4	False	WGD_ohnolog	pre2R_ancient
NFATC1	singleton	ENSG00000131196	True	True	True	4	Vertebrata	18.0	Bilateria	4	False	WGD_ohnolog	pre2R_ancient
RELB	singleton	ENSG00000104856	True	True	True	2	Vertebrata	18.0	Bilateria	4	False	WGD_ohnolog	pre2R_ancient
REL	singleton	ENSG00000162924	True	True	True	2	Vertebrata	18.0	Bilateria	4	False	WGD_ohnolog	pre2R_ancient
NFATC2	singleton	ENSG00000101096	True	True	True	4	Vertebrata	18.0	Bilateria	4	False	WGD_ohnolog	pre2R_ancient
NFKB1	singleton	ENSG00000109320	False	True	True	1	Vertebrata	18.0	Bilateria	4	False	WGD_ohnolog	pre2R_ancient
RUNX3	singleton	ENSG00000020633	True	True	True	2	Vertebrata	18.0	Bilateria	2	False	WGD_ohnolog	pre2R_ancient
RUNX1	singleton	ENSG00000159216	True	True	True	2	Vertebrata	18.0	Bilateria	2	False	WGD_ohnolog	pre2R_ancient
RUNX2	singleton	ENSG00000124813	True	True	True	2	Vertebrata	18.0	Bilateria	2	False	WGD_ohnolog	pre2R_ancient
GMEB1	singleton	ENSG00000162419	False	False	True	1	Vertebrata	16.0	Vertebrata	1	True	WGD_ohnolog	2R_vertebrata
DEAF1	singleton	ENSG00000177030	False	False	False	0				0	False	SSD_dispersed	no_paralog_node
SKOR2	singleton	ENSG00000215474	False	False	True	1	Vertebrata	16.0	Vertebrata	3	True	WGD_ohnolog	2R_vertebrata
GMEB2	singleton	ENSG00000101216	False	False	True	1	Vertebrata	16.0	Vertebrata	1	True	WGD_ohnolog	2R_vertebrata
AIRE	singleton	ENSG00000160224	True	True	True	1	Vertebrata	18.0	Bilateria	5	False	WGD_ohnolog	pre2R_ancient
ZSCAN20	singleton	ENSG00000121903	False	False	False	0		18.0	Bilateria	38	False	SSD_dispersed	pre2R_ancient
ZSCAN29	singleton	ENSG00000140265	False	False	False	0		18.0	Bilateria	29	False	SSD_dispersed	pre2R_ancient
ZSCAN2	singleton	ENSG00000176371	False	False	True	4	Vertebrata	18.0	Bilateria	38	False	WGD_ohnolog	pre2R_ancient
ZSCAN10	singleton	ENSG00000130182	False	False	False	0		18.0	Bilateria	176	False	SSD_dispersed	pre2R_ancient
ZNF232	singleton	ENSG00000167840	False	False	False	0		16.0	Vertebrata	30	True	SSD_dispersed	2R_vertebrata
ZNF444	singleton	ENSG00000167685	False	False	False	0		18.0	Bilateria	29	False	SSD_dispersed	pre2R_ancient
PEG3	singleton	ENSG00000198300	False	False	False	0		18.0	Bilateria	29	False	SSD_dispersed	pre2R_ancient
ZSCAN4	singleton	ENSG00000180532	False	False	False	0		16.0	Vertebrata	30	True	SSD_dispersed	2R_vertebrata
ZSCAN22	singleton	ENSG00000182318	False	False	False	0		16.0	Vertebrata	30	True	SSD_dispersed	2R_vertebrata
MZF1	singleton	ENSG00000099326	False	False	False	0		15.0	Euteleostomi	176	True	SSD_dispersed	2R_vertebrata
ZSCAN9	singleton	ENSG00000137185	False	False	False	0		16.0	Vertebrata	30	True	SSD_dispersed	2R_vertebrata
ZSCAN26	singleton	ENSG00000197062	False	False	False	0		16.0	Vertebrata	30	True	SSD_dispersed	2R_vertebrata
ZSCAN21	singleton	ENSG00000166529	False	False	False	0		16.0	Vertebrata	30	True	SSD_dispersed	2R_vertebrata
ZNF449	singleton	ENSG00000173275	False	False	False	0		16.0	Vertebrata	30	True	SSD_dispersed	2R_vertebrata
NFIA	singleton	ENSG00000162599	True	True	True	3	Vertebrata	16.0	Vertebrata	3	True	WGD_ohnolog	2R_vertebrata
SMAD9	singleton	ENSG00000120693	True	True	True	2	Vertebrata	18.0	Bilateria	7	False	WGD_ohnolog	pre2R_ancient
SMAD3	singleton	ENSG00000166949	True	True	True	1	Vertebrata	16.0	Vertebrata	7	True	WGD_ohnolog	2R_vertebrata
SMAD4	singleton	ENSG00000141646	False	False	False	0		18.0	Bilateria	7	False	SSD_dispersed	pre2R_ancient
NFIC	singleton	ENSG00000141905	True	True	True	3	Vertebrata	17.0	Chordata	3	False	WGD_ohnolog	pre2R_ancient
NFIX	singleton	ENSG00000008441	True	True	True	3	Vertebrata	16.0	Vertebrata	3	True	WGD_ohnolog	2R_vertebrata
SMAD1	singleton	ENSG00000170365	True	True	True	2	Vertebrata	18.0	Bilateria	7	False	WGD_ohnolog	pre2R_ancient
SMAD5	singleton	ENSG00000113658	True	True	True	2	Vertebrata	18.0	Bilateria	7	False	WGD_ohnolog	pre2R_ancient
NFIB	singleton	ENSG00000147862	True	True	True	3	Vertebrata	17.0	Chordata	3	False	WGD_ohnolog	pre2R_ancient
STAT2	singleton	ENSG00000170581	True	True	True	5	Vertebrata	16.0	Vertebrata	6	True	WGD_ohnolog	2R_vertebrata
STAT6	singleton	ENSG00000166888	True	True	True	5	Vertebrata	16.0	Vertebrata	6	True	WGD_ohnolog	2R_vertebrata
TBX15	singleton	ENSG00000092607	False	False	False	0		18.0	Bilateria	16	False	SSD_dispersed	pre2R_ancient
TBX19	singleton	ENSG00000143178	False	True	True	1	Vertebrata	18.0	Bilateria	16	False	WGD_ohnolog	pre2R_ancient
TBX10	singleton	ENSG00000167800	False	False	False	0		18.0	Bilateria	15	False	SSD_dispersed	pre2R_ancient
MGA	singleton	ENSG00000174197	False	False	True	1	Vertebrata	18.0	Bilateria	16	False	WGD_ohnolog	pre2R_ancient
TBX6	singleton	ENSG00000149922	False	False	False	0		18.0	Bilateria	16	False	SSD_dispersed	pre2R_ancient
TBX21	singleton	ENSG00000073861	True	True	True	3	Vertebrata	18.0	Bilateria	16	False	WGD_ohnolog	pre2R_ancient
TBR1	singleton	ENSG00000136535	True	True	True	2	Vertebrata	18.0	Bilateria	16	False	WGD_ohnolog	pre2R_ancient
TBX1	singleton	ENSG00000184058	False	False	False	0		18.0	Bilateria	15	False	SSD_dispersed	pre2R_ancient
EOMES	singleton	ENSG00000163508	True	True	True	2	Vertebrata	18.0	Bilateria	16	False	WGD_ohnolog	pre2R_ancient
TBX18	singleton	ENSG00000112837	False	False	False	0		18.0	Bilateria	16	False	SSD_dispersed	pre2R_ancient
T	singleton	ENSG00000164458	False	True	True	1	Vertebrata	18.0	Bilateria	16	False	WGD_ohnolog	pre2R_ancient
TBX20	singleton	ENSG00000164532	False	False	False	0		18.0	Bilateria	16	False	SSD_dispersed	pre2R_ancient
TBX22	singleton	ENSG00000122145	False	False	False	0		18.0	Bilateria	16	False	SSD_dispersed	pre2R_ancient
TBPL2	singleton	ENSG00000182521	True	True	True	1	Vertebrata	19.0	Opisthokonta	2	False	WGD_ohnolog	pre2R_ancient
TBPL1	singleton	ENSG00000028839	False	False	False	0		19.0	Opisthokonta	2	False	SSD_dispersed	pre2R_ancient
TBP	singleton	ENSG00000112592	True	True	True	1	Vertebrata	19.0	Opisthokonta	2	False	WGD_ohnolog	pre2R_ancient
TEAD1	singleton	ENSG00000187079	True	True	True	2	Vertebrata	16.0	Vertebrata	3	True	WGD_ohnolog	2R_vertebrata
TEAD4	singleton	ENSG00000197905	True	True	True	2	Vertebrata	16.0	Vertebrata	3	True	WGD_ohnolog	2R_vertebrata
TEAD2	singleton	ENSG00000074219	False	False	False	0		17.0	Chordata	3	False	SSD_dispersed	pre2R_ancient
TEAD3	singleton	ENSG00000007866	True	True	True	2	Vertebrata	18.0	Bilateria	3	False	WGD_ohnolog	pre2R_ancient
THAP3	singleton	ENSG00000041988	False	False	False	0		18.0	Bilateria	7	False	SSD_dispersed	pre2R_ancient
THAP12	singleton	ENSG00000137492	False	False	False	0		18.0	Bilateria	18	False	SSD_dispersed	pre2R_ancient
THAP2	singleton	ENSG00000173451	False	False	False	0		18.0	Bilateria	7	False	SSD_dispersed	pre2R_ancient
THAP10	singleton	ENSG00000129028	False	False	False	0		18.0	Bilateria	18	False	SSD_dispersed	pre2R_ancient
THAP11	singleton	ENSG00000168286	False	False	False	0				0	False	SSD_dispersed	no_paralog_node
THAP8	singleton	ENSG00000161277	False	False	False	0		18.0	Bilateria	7	False	SSD_dispersed	pre2R_ancient
THAP4	singleton	ENSG00000176946	False	False	False	0				0	False	SSD_dispersed	no_paralog_node
THAP7	singleton	ENSG00000184436	False	False	False	0		18.0	Bilateria	7	False	SSD_dispersed	pre2R_ancient
THAP6	singleton	ENSG00000174796	False	False	False	0		18.0	Bilateria	7	False	SSD_dispersed	pre2R_ancient
THAP9	singleton	ENSG00000168152	False	False	False	0				0	False	SSD_dispersed	no_paralog_node
THAP5	singleton	ENSG00000177683	False	False	False	0				0	False	SSD_dispersed	no_paralog_node
THAP1	singleton	ENSG00000131931	False	False	False	0		18.0	Bilateria	7	False	SSD_dispersed	pre2R_ancient
HES4	singleton	ENSG00000188290	False	False	True	1	Vertebrata	19.0	Opisthokonta	12	False	WGD_ohnolog	pre2R_ancient
HES5	singleton	ENSG00000197921	False	False	False	0		19.0	Opisthokonta	12	False	SSD_dispersed	pre2R_ancient
HES3	singleton	ENSG00000173673	False	False	False	0		19.0	Opisthokonta	12	False	SSD_dispersed	pre2R_ancient
HES2	singleton	ENSG00000069812	False	False	False	0		19.0	Opisthokonta	12	False	SSD_dispersed	pre2R_ancient
HEYL	singleton	ENSG00000163909	True	True	True	2	Vertebrata	19.0	Opisthokonta	12	False	WGD_ohnolog	pre2R_ancient
MYCL	singleton	ENSG00000116990	True	True	True	2	Vertebrata	17.0	Chordata	2	False	WGD_ohnolog	pre2R_ancient
TAL1	singleton	ENSG00000162367	False	False	False	0		18.0	Bilateria	4	False	SSD_dispersed	pre2R_ancient
NHLH2	singleton	ENSG00000177551	False	False	False	0		18.0	Bilateria	4	False	SSD_dispersed	pre2R_ancient
ARNT	singleton	ENSG00000143437	True	True	True	1	Vertebrata	18.0	Bilateria	6	False	WGD_ohnolog	pre2R_ancient
NHLH1	singleton	ENSG00000171786	False	False	False	0		18.0	Bilateria	4	False	SSD_dispersed	pre2R_ancient
USF1	singleton	ENSG00000158773	True	True	True	1	Vertebrata	19.0	Opisthokonta	3	False	WGD_ohnolog	pre2R_ancient
ASCL5	singleton	ENSG00000232237	False	False	False	0		18.0	Bilateria	4	False	SSD_dispersed	pre2R_ancient
MYOG	singleton	ENSG00000122180	True	True	True	3	Vertebrata	16.0	Vertebrata	2	True	WGD_ohnolog	2R_vertebrata
PTF1A	singleton	ENSG00000168267	False	False	False	0		18.0	Bilateria	13	False	SSD_dispersed	pre2R_ancient
ATOH7	singleton	ENSG00000179774	False	False	False	0		18.0	Bilateria	15	False	SSD_dispersed	pre2R_ancient
NEUROG3	singleton	ENSG00000122859	True	True	True	2	Vertebrata	18.0	Bilateria	15	False	WGD_ohnolog	pre2R_ancient
MXI1	singleton	ENSG00000119950	True	True	True	3	Vertebrata	18.0	Bilateria	4	False	WGD_ohnolog	pre2R_ancient
ASCL2	singleton	ENSG00000183734	False	False	False	0		18.0	Bilateria	4	False	SSD_dispersed	pre2R_ancient
ASCL3	singleton	ENSG00000176009	False	True	True	1	Vertebrata	18.0	Bilateria	4	False	WGD_ohnolog	pre2R_ancient
ARNTL	singleton	ENSG00000133794	False	False	True	1	Vertebrata	18.0	Bilateria	6	False	WGD_ohnolog	pre2R_ancient
MYOD1	singleton	ENSG00000129152	True	True	True	3	Vertebrata	16.0	Vertebrata	2	True	WGD_ohnolog	2R_vertebrata
NPAS4	singleton	ENSG00000174576	False	False	False	0		18.0	Bilateria	7	False	SSD_dispersed	pre2R_ancient
BHLHE41	singleton	ENSG00000123095	False	False	False	0		19.0	Opisthokonta	12	False	SSD_dispersed	pre2R_ancient
ARNTL2	singleton	ENSG00000029153	False	False	True	1	Vertebrata	18.0	Bilateria	6	False	WGD_ohnolog	pre2R_ancient
NEUROD4	singleton	ENSG00000123307	True	True	True	2	Vertebrata	18.0	Bilateria	15	False	WGD_ohnolog	pre2R_ancient
ASCL1	singleton	ENSG00000139352	False	False	False	0		18.0	Bilateria	4	False	SSD_dispersed	pre2R_ancient
ASCL4	singleton	ENSG00000187855	False	True	True	1	Vertebrata	18.0	Bilateria	4	False	WGD_ohnolog	pre2R_ancient
MLXIP	singleton	ENSG00000175727	True	True	True	1	Vertebrata	18.0	Bilateria	3	False	WGD_ohnolog	pre2R_ancient
NPAS3	singleton	ENSG00000151322	True	True	True	1	Vertebrata	18.0	Bilateria	7	False	WGD_ohnolog	pre2R_ancient
HIF1A	singleton	ENSG00000100644	True	True	True	2	Vertebrata	18.0	Bilateria	7	False	WGD_ohnolog	pre2R_ancient
MAX	singleton	ENSG00000125952	False	False	False	0				0	False	SSD_dispersed	no_paralog_node
TCF12	singleton	ENSG00000140262	True	True	True	2	Vertebrata	18.0	Bilateria	2	False	WGD_ohnolog	pre2R_ancient
ARNT2	singleton	ENSG00000172379	True	True	True	1	Vertebrata	18.0	Bilateria	6	False	WGD_ohnolog	pre2R_ancient
TFAP4	singleton	ENSG00000090447	False	False	False	0		18.0	Bilateria	3	False	SSD_dispersed	pre2R_ancient
BHLHA9	singleton	ENSG00000205899	False	False	False	0		18.0	Bilateria	13	False	SSD_dispersed	pre2R_ancient
MNT	singleton	ENSG00000070444	False	False	False	0		18.0	Bilateria	4	False	SSD_dispersed	pre2R_ancient
HES7	singleton	ENSG00000179111	False	False	False	0		19.0	Opisthokonta	12	False	SSD_dispersed	pre2R_ancient
SREBF1	singleton	ENSG00000072310	True	True	True	1	Vertebrata	19.0	Opisthokonta	3	False	WGD_ohnolog	pre2R_ancient
NEUROD2	singleton	ENSG00000171532	True	True	True	2	Vertebrata	18.0	Bilateria	15	False	WGD_ohnolog	pre2R_ancient
MLX	singleton	ENSG00000108788	False	False	False	0		18.0	Bilateria	3	False	SSD_dispersed	pre2R_ancient
TCF4	singleton	ENSG00000196628	True	True	True	2	Vertebrata	18.0	Bilateria	2	False	WGD_ohnolog	pre2R_ancient
TCF3	singleton	ENSG00000071564	True	True	True	2	Vertebrata	18.0	Bilateria	2	False	WGD_ohnolog	pre2R_ancient
LYL1	singleton	ENSG00000104903	False	False	False	0		18.0	Bilateria	4	False	SSD_dispersed	pre2R_ancient
USF2	singleton	ENSG00000105698	True	True	True	1	Vertebrata	19.0	Opisthokonta	3	False	WGD_ohnolog	pre2R_ancient
HIF3A	singleton	ENSG00000124440	True	True	True	2	Vertebrata	18.0	Bilateria	7	False	WGD_ohnolog	pre2R_ancient
NPAS1	singleton	ENSG00000130751	True	True	True	1	Vertebrata	18.0	Bilateria	7	False	WGD_ohnolog	pre2R_ancient
MYCN	singleton	ENSG00000134323	True	True	True	2	Vertebrata	17.0	Chordata	2	False	WGD_ohnolog	pre2R_ancient
MSGN1	singleton	ENSG00000151379	False	False	False	0				0	False	SSD_dispersed	no_paralog_node
NCOA1	singleton	ENSG00000084676	False	False	False	0		16.0	Vertebrata	2	True	SSD_dispersed	2R_vertebrata
TCF23	singleton	ENSG00000163792	False	True	True	1	Vertebrata	18.0	Bilateria	13	False	WGD_ohnolog	pre2R_ancient
EPAS1	singleton	ENSG00000116016	True	True	True	2	Vertebrata	18.0	Bilateria	7	False	WGD_ohnolog	pre2R_ancient
MXD1	singleton	ENSG00000059728	True	True	True	3	Vertebrata	18.0	Bilateria	4	False	WGD_ohnolog	pre2R_ancient
FIGLA	singleton	ENSG00000183733	False	False	False	0		18.0	Bilateria	13	False	SSD_dispersed	pre2R_ancient
ATOH8	singleton	ENSG00000168874	False	False	False	0		18.0	Bilateria	15	False	SSD_dispersed	pre2R_ancient
NPAS2	singleton	ENSG00000170485	True	True	True	1	Vertebrata	18.0	Bilateria	6	False	WGD_ohnolog	pre2R_ancient
NEUROD1	singleton	ENSG00000162992	False	False	False	0		18.0	Bilateria	15	False	SSD_dispersed	pre2R_ancient
HES6	singleton	ENSG00000144485	False	False	False	0		19.0	Opisthokonta	12	False	SSD_dispersed	pre2R_ancient
TWIST2	singleton	ENSG00000233608	False	False	False	0		18.0	Bilateria	13	False	SSD_dispersed	pre2R_ancient
TCF15	singleton	ENSG00000125878	False	False	False	0		18.0	Bilateria	13	False	SSD_dispersed	pre2R_ancient
NCOA3	singleton	ENSG00000124151	False	False	True	1	Vertebrata	16.0	Vertebrata	1	True	WGD_ohnolog	2R_vertebrata
TCFL5	singleton	ENSG00000101190	False	False	False	0				0	False	SSD_dispersed	no_paralog_node
BHLHE23	singleton	ENSG00000125533	True	True	True	1	Vertebrata	18.0	Bilateria	15	False	WGD_ohnolog	pre2R_ancient
SIM2	singleton	ENSG00000159263	True	True	True	1	Vertebrata	18.0	Bilateria	7	False	WGD_ohnolog	pre2R_ancient
SREBF2	singleton	ENSG00000198911	True	True	True	1	Vertebrata	19.0	Opisthokonta	3	False	WGD_ohnolog	pre2R_ancient
BHLHE40	singleton	ENSG00000134107	False	False	False	0		19.0	Opisthokonta	12	False	SSD_dispersed	pre2R_ancient
MITF	singleton	ENSG00000187098	True	True	True	3	Vertebrata	18.0	Bilateria	3	False	WGD_ohnolog	pre2R_ancient
USF3	singleton	ENSG00000176542	False	False	False	0				0	False	SSD_dispersed	no_paralog_node
HES1	singleton	ENSG00000114315	False	False	True	1	Vertebrata	19.0	Opisthokonta	12	False	WGD_ohnolog	pre2R_ancient
MXD4	singleton	ENSG00000123933	True	True	True	3	Vertebrata	18.0	Bilateria	4	False	WGD_ohnolog	pre2R_ancient
CLOCK	singleton	ENSG00000134852	True	True	True	1	Vertebrata	18.0	Bilateria	6	False	WGD_ohnolog	pre2R_ancient
ATOH1	singleton	ENSG00000172238	False	False	False	0		18.0	Bilateria	15	False	SSD_dispersed	pre2R_ancient
NEUROG2	singleton	ENSG00000178403	True	True	True	2	Vertebrata	18.0	Bilateria	15	False	WGD_ohnolog	pre2R_ancient
HAND2	singleton	ENSG00000164107	True	True	True	1	Vertebrata	18.0	Bilateria	13	False	WGD_ohnolog	pre2R_ancient
HELT	singleton	ENSG00000187821	False	False	False	0		19.0	Opisthokonta	12	False	SSD_dispersed	pre2R_ancient
AHRR	singleton	ENSG00000063438	True	True	True	1	Vertebrata	17.0	Chordata	1	False	WGD_ohnolog	pre2R_ancient
NEUROG1	singleton	ENSG00000181965	True	True	True	2	Vertebrata	18.0	Bilateria	15	False	WGD_ohnolog	pre2R_ancient
HAND1	singleton	ENSG00000113196	True	True	True	1	Vertebrata	18.0	Bilateria	13	False	WGD_ohnolog	pre2R_ancient
MXD3	singleton	ENSG00000213347	True	True	True	3	Vertebrata	18.0	Bilateria	4	False	WGD_ohnolog	pre2R_ancient
TFEB	singleton	ENSG00000112561	True	True	True	3	Vertebrata	18.0	Bilateria	3	False	WGD_ohnolog	pre2R_ancient
SIM1	singleton	ENSG00000112246	True	True	True	1	Vertebrata	18.0	Bilateria	7	False	WGD_ohnolog	pre2R_ancient
HEY2	singleton	ENSG00000135547	True	True	True	2	Vertebrata	19.0	Opisthokonta	12	False	WGD_ohnolog	pre2R_ancient
TCF21	singleton	ENSG00000118526	True	True	True	1	Vertebrata	18.0	Bilateria	13	False	WGD_ohnolog	pre2R_ancient
OLIG3	singleton	ENSG00000177468	False	False	False	0		18.0	Bilateria	15	False	SSD_dispersed	pre2R_ancient
AHR	singleton	ENSG00000106546	True	True	True	1	Vertebrata	17.0	Chordata	1	False	WGD_ohnolog	pre2R_ancient
NEUROD6	singleton	ENSG00000164600	True	True	True	2	Vertebrata	18.0	Bilateria	15	False	WGD_ohnolog	pre2R_ancient
MLXIPL	singleton	ENSG00000009950	True	True	True	1	Vertebrata	18.0	Bilateria	3	False	WGD_ohnolog	pre2R_ancient
BHLHA15	singleton	ENSG00000180535	False	False	False	0		18.0	Bilateria	15	False	SSD_dispersed	pre2R_ancient
TFEC	singleton	ENSG00000105967	True	True	True	3	Vertebrata	18.0	Bilateria	3	False	WGD_ohnolog	pre2R_ancient
BHLHE22	singleton	ENSG00000180828	True	True	True	1	Vertebrata	18.0	Bilateria	15	False	WGD_ohnolog	pre2R_ancient
TCF24	singleton	ENSG00000261787	False	True	True	1	Vertebrata	18.0	Bilateria	13	False	WGD_ohnolog	pre2R_ancient
NCOA2	singleton	ENSG00000140396	False	False	True	1	Vertebrata	16.0	Vertebrata	1	True	WGD_ohnolog	2R_vertebrata
MSC	singleton	ENSG00000178860	True	True	True	1	Vertebrata	18.0	Bilateria	13	False	WGD_ohnolog	pre2R_ancient
HEY1	singleton	ENSG00000164683	True	True	True	2	Vertebrata	19.0	Opisthokonta	12	False	WGD_ohnolog	pre2R_ancient
MYC	singleton	ENSG00000136997	True	True	True	2	Vertebrata	17.0	Chordata	2	False	WGD_ohnolog	pre2R_ancient
SCX	singleton	ENSG00000260428	False	False	False	0		18.0	Bilateria	13	False	SSD_dispersed	pre2R_ancient
TAL2	singleton	ENSG00000186051	False	False	False	0		18.0	Bilateria	4	False	SSD_dispersed	pre2R_ancient
SOHLH1	singleton	ENSG00000165643	False	False	False	0				0	False	SSD_dispersed	no_paralog_node
TFE3	singleton	ENSG00000068323	True	True	True	3	Vertebrata	18.0	Bilateria	3	False	WGD_ohnolog	pre2R_ancient
JUN	singleton	ENSG00000177606	True	True	True	2	Vertebrata	18.0	Bilateria	2	False	WGD_ohnolog	pre2R_ancient
CREB3L4	singleton	ENSG00000143578	True	True	True	2	Vertebrata	18.0	Bilateria	9	False	WGD_ohnolog	pre2R_ancient
ATF6	singleton	ENSG00000118217	False	True	True	1	Vertebrata	18.0	Bilateria	9	False	WGD_ohnolog	pre2R_ancient
ATF3	singleton	ENSG00000162772	True	True	True	1	Vertebrata	18.0	Bilateria	8	False	WGD_ohnolog	pre2R_ancient
BATF3	singleton	ENSG00000123685	False	False	False	0		18.0	Bilateria	8	False	SSD_dispersed	pre2R_ancient
CREM	singleton	ENSG00000095794	True	True	True	2	Vertebrata	18.0	Bilateria	9	False	WGD_ohnolog	pre2R_ancient
CREB3L1	singleton	ENSG00000157613	True	True	True	1	Vertebrata	18.0	Bilateria	9	False	WGD_ohnolog	pre2R_ancient
BATF2	singleton	ENSG00000168062	False	False	False	0		18.0	Bilateria	8	False	SSD_dispersed	pre2R_ancient
FOSL1	singleton	ENSG00000175592	True	True	True	3	Vertebrata	18.0	Bilateria	8	False	WGD_ohnolog	pre2R_ancient
CREBZF	singleton	ENSG00000137504	False	False	False	0				0	False	SSD_dispersed	no_paralog_node
CREBL2	singleton	ENSG00000111269	False	False	False	0				0	False	SSD_dispersed	no_paralog_node
ATF1	singleton	ENSG00000123268	True	True	True	2	Vertebrata	18.0	Bilateria	9	False	WGD_ohnolog	pre2R_ancient
NFE2	singleton	ENSG00000123405	True	True	True	4	Vertebrata	17.0	Chordata	2	False	WGD_ohnolog	pre2R_ancient
DDIT3	singleton	ENSG00000175197	False	False	False	0				0	False	SSD_dispersed	no_paralog_node
CEBPE	singleton	ENSG00000092067	True	True	True	3	Vertebrata	18.0	Bilateria	4	False	WGD_ohnolog	pre2R_ancient
NRL	singleton	ENSG00000129535	True	True	True	3	Vertebrata	18.0	Bilateria	6	False	WGD_ohnolog	pre2R_ancient
MAF	singleton	ENSG00000178573	True	True	True	3	Vertebrata	18.0	Bilateria	6	False	WGD_ohnolog	pre2R_ancient
NFE2L1	singleton	ENSG00000082641	True	True	True	5	Vertebrata	16.0	Vertebrata	3	True	WGD_ohnolog	2R_vertebrata
HLF	singleton	ENSG00000108924	False	True	True	1	Vertebrata	18.0	Bilateria	2	False	WGD_ohnolog	pre2R_ancient
MAFG	singleton	ENSG00000197063	True	True	True	2	Vertebrata	18.0	Bilateria	6	False	WGD_ohnolog	pre2R_ancient
CREB3L3	singleton	ENSG00000060566	True	True	True	2	Vertebrata	18.0	Bilateria	9	False	WGD_ohnolog	pre2R_ancient
JUNB	singleton	ENSG00000171223	True	True	True	2	Vertebrata	18.0	Bilateria	2	False	WGD_ohnolog	pre2R_ancient
JUND	singleton	ENSG00000130522	True	True	True	2	Vertebrata	18.0	Bilateria	2	False	WGD_ohnolog	pre2R_ancient
FOSB	singleton	ENSG00000125740	True	True	True	3	Vertebrata	18.0	Bilateria	8	False	WGD_ohnolog	pre2R_ancient
DBP	singleton	ENSG00000105516	False	True	True	1	Vertebrata	18.0	Bilateria	2	False	WGD_ohnolog	pre2R_ancient
ATF5	singleton	ENSG00000169136	False	True	True	1	Vertebrata			0	False	WGD_ohnolog	no_paralog_node
FOSL2	singleton	ENSG00000075426	True	True	True	3	Vertebrata	18.0	Bilateria	8	False	WGD_ohnolog	pre2R_ancient
ATF2	singleton	ENSG00000115966	True	True	True	2	Vertebrata	19.0	Opisthokonta	2	False	WGD_ohnolog	pre2R_ancient
NFE2L2	singleton	ENSG00000116044	True	True	True	5	Vertebrata	17.0	Chordata	2	False	WGD_ohnolog	pre2R_ancient
CREB1	singleton	ENSG00000118260	True	True	True	2	Vertebrata	18.0	Bilateria	9	False	WGD_ohnolog	pre2R_ancient
MAFB	singleton	ENSG00000204103	True	True	True	3	Vertebrata	18.0	Bilateria	6	False	WGD_ohnolog	pre2R_ancient
CEBPB	singleton	ENSG00000172216	True	True	True	3	Vertebrata	18.0	Bilateria	4	False	WGD_ohnolog	pre2R_ancient
BACH1	singleton	ENSG00000156273	True	True	True	4	Vertebrata	18.0	Bilateria	54	False	WGD_ohnolog	pre2R_ancient
XBP1	singleton	ENSG00000100219	False	False	False	0				0	False	SSD_dispersed	no_paralog_node
MAFF	singleton	ENSG00000185022	True	True	True	2	Vertebrata	18.0	Bilateria	6	False	WGD_ohnolog	pre2R_ancient
ATF4	singleton	ENSG00000128272	False	True	True	1	Vertebrata			0	False	WGD_ohnolog	no_paralog_node
TEF	singleton	ENSG00000167074	False	False	False	0		18.0	Bilateria	2	False	SSD_dispersed	pre2R_ancient
ATF6B	singleton	ENSG00000213676	False	True	True	1	Vertebrata	18.0	Bilateria	9	False	WGD_ohnolog	pre2R_ancient
BACH2	singleton	ENSG00000112182	True	True	True	1	Vertebrata	18.0	Bilateria	54	False	WGD_ohnolog	pre2R_ancient
