gene	origin_window	deepest_ortholog_species	deepest_clade	n_species_with_ortholog	invertebrate_ortholog	cyclostome_ortholog	gnathostome_ortholog	in_scerevisiae	in_celegans	in_dmelanogaster	in_cintestinalis	in_csavignyi	in_eburgeri	in_pmarinus	in_cmilii	in_lchalumnae	in_drerio	in_xtropicalis	in_ggallus	in_mmusculus	dup_class4	provenance	arrangement	TF_subfamily	cluster_id
PRDM8	before_R1	dmelanogaster	Protostomia	8	True	True	True	0	0	1	0	0	1	1	1	0	1	1	1	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
PRMT3	before_R1	dmelanogaster	Protostomia	8	True	True	True	0	0	1	1	0	1	0	1	0	1	1	1	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
PROP1	after_R2	mmusculus	Mammalia	1	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	1	dispersed_SSD	SSD	dispersed	Homeodomain	
PROX1	before_R1	celegans	Protostomia	10	True	True	True	0	1	1	1	0	1	1	1	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	Prospero	
PROX2	before_R1	celegans	Protostomia	8	True	True	True	0	1	1	1	0	1	0	1	0	1	0	1	1	dispersed_ohnolog	ohnolog	dispersed	Prospero	
PRR12	after_R2	cmilii	Chondrichthyes	4	False	False	True	0	0	0	0	0	0	0	1	0	1	1	0	1	dispersed_SSD	SSD	dispersed	AT hook	
PRRX1	before_R1	dmelanogaster	Protostomia	6	True	False	True	0	0	1	0	0	0	0	1	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	Homeodomain	
PRRX2	R1_to_R2	eburgeri	Cyclostomata	4	False	True	True	0	0	0	0	0	1	0	1	0	0	0	1	1	dispersed_ohnolog	ohnolog	dispersed	Homeodomain	
PTF1A	before_R1	dmelanogaster	Protostomia	8	True	True	True	0	0	1	0	0	1	1	1	0	1	1	1	1	dispersed_SSD	SSD	dispersed	bHLH	
RARA	before_R1	celegans	Protostomia	9	True	True	True	0	1	1	1	0	1	1	1	0	0	1	1	1	dispersed_ohnolog	ohnolog	dispersed	Nuclear receptor	
RARB	before_R1	celegans	Protostomia	9	True	True	True	0	1	1	1	0	0	1	1	1	0	1	1	1	clustered_cis_ohnolog	ohnolog	clustered	Nuclear receptor	clust0058
RARG	before_R1	celegans	Protostomia	10	True	True	True	0	1	1	1	1	1	1	0	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	Nuclear receptor	
RAX	after_R2	ggallus	Aves	2	False	False	True	0	0	0	0	0	0	0	0	0	0	0	1	1	dispersed_ohnolog	ohnolog	dispersed	Homeodomain	
RAX2	human_only			0	False	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	dispersed_ohnolog	ohnolog	dispersed	Homeodomain	
RBPJ	before_R1	celegans	Protostomia	9	True	True	True	0	1	1	1	0	1	0	1	0	1	1	1	1	dispersed_SSD	SSD	dispersed	CSL	
RBPJL	before_R1	celegans	Protostomia	8	True	True	True	0	1	1	1	0	1	0	1	0	1	0	1	1	dispersed_SSD	SSD	dispersed	CSL	
RBSN	before_R1	celegans	Protostomia	10	True	True	True	0	1	1	1	0	1	1	1	0	1	1	1	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
REL	before_R1	dmelanogaster	Protostomia	8	True	True	True	0	0	1	0	0	1	1	1	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	Rel	
RELA	before_R1	dmelanogaster	Protostomia	6	True	False	True	0	0	1	0	1	0	0	0	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	Rel	
RELB	before_R1	dmelanogaster	Protostomia	7	True	True	True	0	0	1	0	0	1	1	1	0	1	1	0	1	dispersed_ohnolog	ohnolog	dispersed	Rel	
REPIN1	before_R1	celegans	Protostomia	3	True	False	True	0	1	1	0	0	0	0	0	0	0	0	0	1	clustered_SSD_tandem	SSD	clustered	C2H2 ZF	clust0027
REST	before_R1	celegans	Protostomia	10	True	True	True	0	1	1	0	0	1	1	1	1	1	1	1	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
RFX1	before_R1	dmelanogaster	Protostomia	4	True	False	True	0	0	1	1	0	0	0	0	0	0	1	0	1	dispersed_ohnolog	ohnolog	dispersed	RFX	
RFX2	before_R1	dmelanogaster	Protostomia	10	True	True	True	0	0	1	1	0	1	1	1	1	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	RFX	
RFX3	before_R1	dmelanogaster	Protostomia	10	True	True	True	0	0	1	1	0	1	1	1	1	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	RFX	
RFX4	before_R1	celegans	Protostomia	8	True	True	True	0	1	0	0	0	1	0	1	1	1	1	1	1	dispersed_SSD	SSD	dispersed	RFX	
RFX5	before_R1	scerevisiae	Fungi	9	True	True	True	1	0	1	0	0	1	1	1	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	RFX	
RFX6	before_R1	celegans	Protostomia	7	True	False	True	0	1	0	1	0	0	0	1	0	1	1	1	1	dispersed_SSD	SSD	dispersed	RFX	
RFX7	before_R1	scerevisiae	Fungi	9	True	True	True	1	0	1	0	0	1	1	1	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	RFX	
RFX8	before_R1	dmelanogaster	Protostomia	7	True	False	True	0	0	1	0	1	0	0	1	1	1	0	1	1	dispersed_SSD	SSD	dispersed	RFX	
RHOXF1	after_R2	mmusculus	Mammalia	1	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	1	clustered_SSD_tandem	SSD	clustered	Homeodomain	clust0055
RHOXF2	human_only			0	False	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	clustered_SSD_tandem	SSD	clustered	Homeodomain	clust0055
RHOXF2B	human_only			0	False	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	clustered_SSD_tandem	SSD	clustered	Homeodomain	clust0055
RLF	R1_to_R2	eburgeri	Cyclostomata	7	False	True	True	0	0	0	0	0	1	1	1	0	1	1	1	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
RORA	before_R1	celegans	Protostomia	9	True	False	True	0	1	1	1	0	0	0	1	1	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	Nuclear receptor	
RORB	before_R1	celegans	Protostomia	11	True	True	True	0	1	1	0	1	1	1	1	1	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	Nuclear receptor	
RORC	before_R1	celegans	Protostomia	7	True	False	True	0	1	1	1	0	0	0	0	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	Nuclear receptor	
RREB1	before_R1	dmelanogaster	Protostomia	7	True	True	True	0	0	1	0	0	1	0	1	0	1	1	1	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
RUNX1	before_R1	dmelanogaster	Protostomia	7	True	True	True	0	0	1	0	0	0	1	1	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	Runt	
RUNX2	before_R1	celegans	Protostomia	8	True	False	True	0	1	1	1	0	0	0	1	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	Runt	
RUNX3	before_R1	celegans	Protostomia	10	True	True	True	0	1	1	1	0	1	0	1	1	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	Runt	
RXRA	before_R1	celegans	Protostomia	10	True	True	True	0	1	1	1	1	1	0	1	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	Nuclear receptor	
RXRB	before_R1	celegans	Protostomia	7	True	False	True	0	1	1	0	1	0	0	0	1	1	1	0	1	dispersed_ohnolog	ohnolog	dispersed	Nuclear receptor	
RXRG	before_R1	celegans	Protostomia	9	True	True	True	0	1	1	1	0	0	1	1	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	Nuclear receptor	
SALL1	R1_to_R2	eburgeri	Cyclostomata	8	False	True	True	0	0	0	0	0	1	1	1	1	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	C2H2 ZF	
SALL2	before_R1	celegans	Protostomia	5	True	False	True	0	1	1	1	0	0	0	0	0	0	0	1	1	dispersed_ohnolog	ohnolog	dispersed	C2H2 ZF	
SALL3	R1_to_R2	eburgeri	Cyclostomata	7	False	True	True	0	0	0	0	0	1	1	1	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	C2H2 ZF	
SALL4	R1_to_R2	eburgeri	Cyclostomata	7	False	True	True	0	0	0	0	0	1	0	1	1	1	1	1	1	clustered_cis_ohnolog	ohnolog	clustered	C2H2 ZF	clust0021
SATB1	before_R1	celegans	Protostomia	7	True	False	True	0	1	1	0	0	0	0	1	0	1	1	1	1	dispersed_SSD	SSD	dispersed	CUT; Homeodomain	
SATB2	before_R1	celegans	Protostomia	9	True	True	True	0	1	1	0	0	1	1	1	0	1	1	1	1	dispersed_SSD	SSD	dispersed	CUT; Homeodomain	
SCML4	before_R1	celegans	Protostomia	7	True	False	True	0	1	1	1	0	0	0	0	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	AT hook	
SCRT1	before_R1	celegans	Protostomia	6	True	True	True	0	1	1	0	0	1	0	1	0	0	1	0	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
SCRT2	before_R1	celegans	Protostomia	8	True	False	True	0	1	1	0	0	0	0	1	1	1	1	1	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
SCX	before_R1	celegans	Protostomia	11	True	True	True	0	1	1	0	1	1	1	1	1	1	1	1	1	dispersed_SSD	SSD	dispersed	bHLH	
SEBOX	after_R2	cmilii	Chondrichthyes	5	False	False	True	0	0	0	0	0	0	0	1	1	1	1	0	1	dispersed_ohnolog	ohnolog	dispersed	Homeodomain	
SETBP1	before_R1	celegans	Protostomia	8	True	False	True	0	1	1	1	0	0	0	1	0	1	1	1	1	dispersed_SSD	SSD	dispersed	AT hook	
SETDB1	before_R1	celegans	Protostomia	9	True	True	True	0	1	1	1	0	1	1	0	0	1	1	1	1	dispersed_SSD	SSD	dispersed	MBD	
SETDB2	before_R1	celegans	Protostomia	8	True	True	True	0	1	1	1	0	1	0	0	0	1	1	1	1	dispersed_SSD	SSD	dispersed	MBD	
SGSM2	R1_to_R2	eburgeri	Cyclostomata	7	False	True	True	0	0	0	0	0	1	1	1	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	BED ZF	
SHOX	R1_to_R2	eburgeri	Cyclostomata	4	False	True	True	0	0	0	0	0	1	0	0	0	1	1	1	0	dispersed_ohnolog	ohnolog	dispersed	Homeodomain	
SHOX2	R1_to_R2	eburgeri	Cyclostomata	6	False	True	True	0	0	0	0	0	1	0	1	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	Homeodomain	
SIM1	before_R1	celegans	Protostomia	9	True	True	True	0	1	1	0	0	1	0	1	1	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	bHLH	
SIM2	before_R1	celegans	Protostomia	7	True	False	True	0	1	1	1	0	0	0	1	0	0	1	1	1	dispersed_ohnolog	ohnolog	dispersed	bHLH	
SIX1	before_R1	dmelanogaster	Protostomia	9	True	True	True	0	0	1	1	0	1	1	1	0	1	1	1	1	clustered_cis_ohnolog	ohnolog	clustered	Homeodomain	clust0045
SIX2	before_R1	celegans	Protostomia	9	True	True	True	0	1	1	1	1	1	0	1	0	1	1	0	1	clustered_cis_ohnolog	ohnolog	clustered	Homeodomain	clust0049
SIX3	before_R1	celegans	Protostomia	10	True	True	True	0	1	1	1	0	1	1	1	0	1	1	1	1	clustered_cis_ohnolog	ohnolog	clustered	Homeodomain	clust0049
SIX4	before_R1	celegans	Protostomia	11	True	True	True	0	1	1	1	0	1	1	1	1	1	1	1	1	clustered_cis_ohnolog	ohnolog	clustered	Homeodomain	clust0045
SIX5	before_R1	celegans	Protostomia	7	True	True	True	0	1	1	1	1	0	1	0	0	1	0	0	1	dispersed_ohnolog	ohnolog	dispersed	Homeodomain	
SIX6	before_R1	celegans	Protostomia	9	True	False	True	0	1	1	1	1	0	0	1	0	1	1	1	1	clustered_cis_ohnolog	ohnolog	clustered	Homeodomain	clust0045
SKOR2	R1_to_R2	eburgeri	Cyclostomata	7	False	True	True	0	0	0	0	0	1	0	1	1	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	SAND	
SLC2A4RG	before_R1	dmelanogaster	Protostomia	5	True	False	True	0	0	1	1	0	0	0	1	0	0	1	1	0	dispersed_ohnolog	ohnolog	dispersed	C2H2 ZF	
SMAD1	before_R1	cintestinalis	Tunicata	6	True	False	True	0	0	0	1	0	0	0	1	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	SMAD	
SMAD3	before_R1	cintestinalis	Tunicata	8	True	True	True	0	0	0	1	0	1	1	1	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	SMAD	
SMAD4	before_R1	celegans	Protostomia	10	True	True	True	0	1	1	1	0	1	1	1	0	1	1	1	1	dispersed_SSD	SSD	dispersed	SMAD	
SMAD5	before_R1	celegans	Protostomia	9	True	True	True	0	1	0	1	0	1	1	1	1	1	0	1	1	dispersed_ohnolog	ohnolog	dispersed	SMAD	
SMAD9	before_R1	celegans	Protostomia	2	True	False	False	0	1	1	0	0	0	0	0	0	0	0	0	0	dispersed_ohnolog	ohnolog	dispersed	SMAD	
SNAI1	before_R1	celegans	Protostomia	6	True	True	True	0	1	0	0	0	1	0	0	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	C2H2 ZF	
SNAI2	before_R1	dmelanogaster	Protostomia	5	True	False	True	0	0	1	1	0	0	0	1	0	0	1	0	1	dispersed_ohnolog	ohnolog	dispersed	C2H2 ZF	
SNAI3	before_R1	dmelanogaster	Protostomia	6	True	False	True	0	0	1	1	1	0	0	1	0	0	1	0	1	dispersed_ohnolog	ohnolog	dispersed	C2H2 ZF	
SNAPC4	before_R1	scerevisiae	Fungi	10	True	True	True	1	1	0	1	0	1	1	1	0	1	1	1	1	dispersed_SSD	SSD	dispersed	Myb/SANT	
SOHLH1	after_R2	cmilii	Chondrichthyes	2	False	False	True	0	0	0	0	0	0	0	1	0	0	0	0	1	dispersed_SSD	SSD	dispersed	bHLH	
SOHLH2	after_R2	mmusculus	Mammalia	1	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	1	clustered_SSD_tandem	SSD	clustered	bHLH	clust0072
SOX1	before_R1	dmelanogaster	Protostomia	9	True	True	True	0	0	1	0	1	1	1	1	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	HMG/Sox	
SOX10	before_R1	celegans	Protostomia	10	True	True	True	0	1	1	1	0	1	1	0	1	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	HMG/Sox	
SOX11	before_R1	celegans	Protostomia	11	True	True	True	0	1	1	1	1	1	1	1	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	HMG/Sox	
SOX12	before_R1	celegans	Protostomia	8	True	True	True	0	1	1	1	1	1	0	0	0	1	0	1	1	dispersed_ohnolog	ohnolog	dispersed	HMG/Sox	
SOX13	before_R1	celegans	Protostomia	9	True	True	True	0	1	1	1	0	1	0	1	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	HMG/Sox	
SOX14	before_R1	celegans	Protostomia	9	True	True	True	0	1	1	1	0	1	0	1	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	HMG/Sox	
SOX15	before_R1	celegans	Protostomia	7	True	True	True	0	1	1	1	0	1	0	0	0	1	1	0	1	dispersed_SSD	SSD	dispersed	HMG/Sox	
SOX17	before_R1	dmelanogaster	Protostomia	9	True	True	True	0	0	1	1	0	1	1	1	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	HMG/Sox	
SOX18	before_R1	celegans	Protostomia	9	True	True	True	0	1	1	0	1	1	0	1	1	0	1	1	1	dispersed_ohnolog	ohnolog	dispersed	HMG/Sox	
SOX2	before_R1	celegans	Protostomia	10	True	True	True	0	1	1	1	1	1	0	1	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	HMG/Sox	
SOX21	before_R1	celegans	Protostomia	9	True	True	True	0	1	1	1	0	1	0	1	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	HMG/Sox	
SOX3	before_R1	celegans	Protostomia	9	True	True	True	0	1	1	1	0	1	1	1	0	1	1	0	1	dispersed_ohnolog	ohnolog	dispersed	HMG/Sox	
SOX30	before_R1	celegans	Protostomia	9	True	True	True	0	1	1	1	0	1	0	1	1	0	1	1	1	dispersed_SSD	SSD	dispersed	HMG/Sox	
SOX4	before_R1	celegans	Protostomia	10	True	True	True	0	1	1	1	0	1	1	1	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	HMG/Sox	
SOX5	before_R1	celegans	Protostomia	9	True	True	True	0	1	1	1	0	1	0	1	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	HMG/Sox	
SOX6	before_R1	celegans	Protostomia	11	True	True	True	0	1	1	1	0	1	1	1	1	1	1	1	1	dispersed_SSD	SSD	dispersed	HMG/Sox	
SOX7	before_R1	celegans	Protostomia	10	True	True	True	0	1	1	1	1	1	0	1	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	HMG/Sox	
SOX8	before_R1	celegans	Protostomia	10	True	True	True	0	1	1	1	0	1	0	1	1	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	HMG/Sox	
SOX9	before_R1	celegans	Protostomia	9	True	True	True	0	1	1	1	0	1	0	1	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	HMG/Sox	
SP1	before_R1	dmelanogaster	Protostomia	7	True	True	True	0	0	1	0	0	1	0	1	0	1	1	1	1	clustered_cis_ohnolog	ohnolog	clustered	C2H2 ZF	clust0007
SP100	before_R1	celegans	Protostomia	8	True	True	True	0	1	0	1	0	1	1	1	1	1	0	0	1	clustered_SSD_tandem	SSD	clustered	SAND	clust0060
SP110	before_R1	celegans	Protostomia	4	True	False	True	0	1	0	1	0	0	0	1	0	0	0	0	1	clustered_SSD_tandem	SSD	clustered	SAND	clust0060
SP140	before_R1	celegans	Protostomia	3	True	False	True	0	1	0	1	0	0	0	0	0	0	0	0	1	clustered_SSD_tandem	SSD	clustered	SAND	clust0060
SP140L	before_R1	celegans	Protostomia	9	True	True	True	0	1	1	1	1	1	1	1	0	1	1	0	0	clustered_SSD_tandem	SSD	clustered	SAND	clust0060
SP2	after_R2	cmilii	Chondrichthyes	5	False	False	True	0	0	0	0	0	0	0	1	0	1	1	1	1	clustered_cis_ohnolog	ohnolog	clustered	C2H2 ZF	clust0013
SP3	after_R2	cmilii	Chondrichthyes	5	False	False	True	0	0	0	0	0	0	0	1	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	C2H2 ZF	
SP4	R1_to_R2	eburgeri	Cyclostomata	8	False	True	True	0	0	0	0	0	1	1	1	1	1	1	1	1	clustered_cis_ohnolog	ohnolog	clustered	C2H2 ZF	clust0025
SP5	before_R1	celegans	Protostomia	11	True	True	True	0	1	1	0	1	1	1	1	1	1	1	1	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
SP6	before_R1	dmelanogaster	Protostomia	8	True	False	True	0	0	1	1	1	0	0	1	0	1	1	1	1	clustered_cis_ohnolog	ohnolog	clustered	C2H2 ZF	clust0013
SP7	before_R1	celegans	Protostomia	7	True	False	True	0	1	1	1	0	0	0	1	0	1	1	0	1	clustered_cis_ohnolog	ohnolog	clustered	C2H2 ZF	clust0007
SP8	before_R1	dmelanogaster	Protostomia	8	True	True	True	0	0	1	1	0	0	1	1	0	1	1	1	1	clustered_cis_ohnolog	ohnolog	clustered	C2H2 ZF	clust0025
SP9	before_R1	dmelanogaster	Protostomia	9	True	True	True	0	0	1	0	1	1	0	1	1	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	C2H2 ZF	
SPDEF	before_R1	celegans	Protostomia	9	True	True	True	0	1	1	1	0	1	0	1	0	1	1	1	1	dispersed_SSD	SSD	dispersed	Ets	
SPI1	after_R2	cmilii	Chondrichthyes	6	False	False	True	0	0	0	0	0	0	0	1	1	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	Ets	
SPIB	R1_to_R2	eburgeri	Cyclostomata	6	False	True	True	0	0	0	0	0	1	0	1	1	1	1	0	1	dispersed_SSD	SSD	dispersed	Ets	
SPIC	after_R2	cmilii	Chondrichthyes	5	False	False	True	0	0	0	0	0	0	0	1	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	Ets	
SRCAP	before_R1	cintestinalis	Tunicata	7	True	True	True	0	0	0	1	0	1	1	0	1	1	1	0	1	dispersed_ohnolog	ohnolog	dispersed	AT hook	
SREBF1	before_R1	cintestinalis	Tunicata	8	True	True	True	0	0	0	1	0	1	0	1	1	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	bHLH	
SREBF2	before_R1	csavignyi	Tunicata	8	True	True	True	0	0	0	0	1	0	1	1	1	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	bHLH	
SRF	before_R1	scerevisiae	Fungi	10	True	True	True	1	1	0	1	0	1	0	1	1	1	1	1	1	dispersed_SSD	SSD	dispersed	MADS box	
SRY	before_R1	celegans	Protostomia	7	True	True	True	0	1	1	1	1	1	0	0	0	1	0	0	1	dispersed_SSD	SSD	dispersed	HMG/Sox	
ST18	before_R1	celegans	Protostomia	7	True	False	True	0	1	1	1	0	0	0	1	0	0	1	1	1	dispersed_ohnolog	ohnolog	dispersed	C2H2 ZF	
STAT1	before_R1	celegans	Protostomia	9	True	False	True	0	1	1	1	0	0	0	1	1	1	1	1	1	clustered_cis_ohnolog	ohnolog	clustered	STAT	clust0068
STAT2	before_R1	celegans	Protostomia	10	True	True	True	0	1	1	1	1	1	0	1	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	STAT	
STAT3	before_R1	celegans	Protostomia	10	True	True	True	0	1	1	1	0	1	1	1	0	1	1	1	1	clustered_cis_ohnolog	ohnolog	clustered	STAT	clust0067
STAT4	before_R1	celegans	Protostomia	7	True	False	True	0	1	1	1	0	0	0	0	0	1	1	1	1	clustered_cis_ohnolog	ohnolog	clustered	STAT	clust0068
STAT5A	before_R1	cintestinalis	Tunicata	8	True	True	True	0	0	0	1	0	1	1	1	0	1	1	1	1	clustered_cis_ohnolog	ohnolog	clustered	STAT	clust0067
STAT5B	before_R1	cintestinalis	Tunicata	9	True	True	True	0	0	0	1	1	1	1	1	0	1	1	1	1	clustered_cis_ohnolog	ohnolog	clustered	STAT	clust0067
STAT6	before_R1	cintestinalis	Tunicata	8	True	True	True	0	0	0	1	0	1	1	1	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	STAT	
T	before_R1	celegans	Protostomia	9	True	True	True	0	1	1	1	0	1	0	1	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	T-box	
TAL1	R1_to_R2	eburgeri	Cyclostomata	7	False	True	True	0	0	0	0	0	1	1	1	0	1	1	1	1	dispersed_SSD	SSD	dispersed	bHLH	
TAL2	after_R2	cmilii	Chondrichthyes	5	False	False	True	0	0	0	0	0	0	0	1	0	1	1	1	1	dispersed_SSD	SSD	dispersed	bHLH	
TBP	R1_to_R2	eburgeri	Cyclostomata	8	False	True	True	0	0	0	0	0	1	1	1	1	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	TBP	
TBPL1	before_R1	celegans	Protostomia	11	True	True	True	0	1	1	1	0	1	1	1	1	1	1	1	1	dispersed_SSD	SSD	dispersed	TBP	
TBPL2	before_R1	scerevisiae	Fungi	7	True	False	True	1	0	0	0	1	0	0	1	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	TBP	
TBR1	before_R1	celegans	Protostomia	10	True	True	True	0	1	1	1	0	1	1	1	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	T-box	
TBX1	before_R1	celegans	Protostomia	10	True	True	True	0	1	1	1	1	1	0	1	0	1	1	1	1	dispersed_SSD	SSD	dispersed	T-box	
TBX10	before_R1	celegans	Protostomia	4	True	True	False	0	1	1	1	0	1	0	0	0	0	0	0	0	dispersed_SSD	SSD	dispersed	T-box	
TBX15	before_R1	celegans	Protostomia	9	True	False	True	0	1	1	1	0	0	0	1	1	1	1	1	1	dispersed_SSD	SSD	dispersed	T-box	
TBX18	before_R1	celegans	Protostomia	11	True	True	True	0	1	1	1	0	1	1	1	1	1	1	1	1	dispersed_SSD	SSD	dispersed	T-box	
TBX19	before_R1	celegans	Protostomia	6	True	False	True	0	1	1	1	0	0	0	0	0	1	0	1	1	dispersed_ohnolog	ohnolog	dispersed	T-box	
TBX2	before_R1	celegans	Protostomia	8	True	False	True	0	1	1	1	0	0	0	1	0	1	1	1	1	clustered_cis_ohnolog	ohnolog	clustered	T-box	clust0070
TBX20	before_R1	celegans	Protostomia	8	True	False	True	0	1	1	1	0	0	0	1	0	1	1	1	1	dispersed_SSD	SSD	dispersed	T-box	
TBX21	before_R1	celegans	Protostomia	9	True	False	True	0	1	1	1	0	0	0	1	1	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	T-box	
TBX22	before_R1	celegans	Protostomia	7	True	False	True	0	1	1	1	0	0	0	1	0	0	1	1	1	dispersed_SSD	SSD	dispersed	T-box	
TBX3	before_R1	celegans	Protostomia	9	True	True	True	0	1	1	1	0	1	0	1	0	1	1	1	1	clustered_cis_ohnolog	ohnolog	clustered	T-box	clust0069
TBX4	before_R1	celegans	Protostomia	8	True	False	True	0	1	1	1	0	0	0	1	0	1	1	1	1	clustered_cis_ohnolog	ohnolog	clustered	T-box	clust0070
TBX5	before_R1	celegans	Protostomia	10	True	True	True	0	1	1	1	0	1	0	1	1	1	1	1	1	clustered_cis_ohnolog	ohnolog	clustered	T-box	clust0069
TBX6	before_R1	celegans	Protostomia	7	True	True	True	0	1	1	1	0	0	1	0	0	1	1	0	1	dispersed_SSD	SSD	dispersed	T-box	
TCF12	before_R1	celegans	Protostomia	10	True	True	True	0	1	1	1	0	1	1	1	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	bHLH	
TCF15	before_R1	celegans	Protostomia	9	True	True	True	0	1	1	1	0	1	0	1	0	1	1	1	1	dispersed_SSD	SSD	dispersed	bHLH	
TCF21	before_R1	celegans	Protostomia	9	True	True	True	0	1	1	1	0	0	1	1	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	bHLH	
TCF23	before_R1	celegans	Protostomia	7	True	True	True	0	1	1	1	0	0	1	0	0	1	1	0	1	dispersed_ohnolog	ohnolog	dispersed	bHLH	
TCF24	before_R1	celegans	Protostomia	10	True	True	True	0	1	1	0	1	1	0	1	1	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	bHLH	
TCF3	before_R1	celegans	Protostomia	9	True	False	True	0	1	1	1	0	0	0	1	1	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	bHLH	
TCF4	before_R1	celegans	Protostomia	9	True	False	True	0	1	1	0	1	0	0	1	1	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	bHLH	
TCF7	after_R2	cmilii	Chondrichthyes	6	False	False	True	0	0	0	0	0	0	0	1	1	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	HMG/Sox	
TCF7L1	after_R2	cmilii	Chondrichthyes	5	False	False	True	0	0	0	0	0	0	0	1	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	HMG/Sox	
TCF7L2	R1_to_R2	eburgeri	Cyclostomata	7	False	True	True	0	0	0	0	0	1	1	1	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	HMG/Sox	
TCFL5	after_R2	cmilii	Chondrichthyes	5	False	False	True	0	0	0	0	0	0	0	1	1	0	1	1	1	dispersed_SSD	SSD	dispersed	bHLH	
TEAD1	before_R1	scerevisiae	Fungi	11	True	True	True	1	0	1	1	1	1	1	1	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	TEA	
